	User_GO:IDS	User_Go_Defs	Slim_GO:IDS	Slim_Go_Defs
1800	GO:0045202	synapse	GO:0045202	synapse
1801	GO:0045211	postsynaptic membrane	GO:0045211	postsynaptic membrane
1802	GO:0045211	postsynaptic membrane	GO:0045211	postsynaptic membrane
1803	GO:0097060	synaptic membrane	GO:0097060	synaptic membrane
1804	GO:0008083	growth factor activity	GO:0008083	growth factor activity
1805	GO:0008083	growth factor activity	GO:0008083	growth factor activity
1806	GO:0007165	signal transduction	GO:0007165	signal transduction
1807	GO:0005576	extracellular region	GO:0005576	extracellular region
1808	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0005085	guanyl-nucleotide exchange factor activity
1809	GO:0043087	regulation of GTPase activity	GO:0043087	regulation of GTPase activity
1810	GO:0005125	cytokine activity	GO:0005125	cytokine activity
1811	GO:0008009	chemokine activity	GO:0008009	chemokine activity
1812	GO:0008083	growth factor activity	GO:0008083	growth factor activity
1813	GO:0006955	immune response	GO:0006955	immune response
1814	GO:0005576	extracellular region	GO:0005576	extracellular region
1815	GO:0005576	extracellular region	GO:0005576	extracellular region
1816	GO:0005615	extracellular space	GO:0005615	extracellular space
1817	GO:0016020	membrane	GO:0016020	membrane
1818	GO:0003677	DNA binding	GO:0003677	DNA binding
1819	GO:0003677	DNA binding	GO:0003677	DNA binding
1820	GO:0003677	DNA binding	GO:0003677	DNA binding
1821	GO:0003677	DNA binding	GO:0003677	DNA binding
1822	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
1823	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
1824	GO:0005634	nucleus	GO:0005634	nucleus
1825	GO:0005634	nucleus	GO:0005634	nucleus
1826	GO:0005634	nucleus	GO:0005634	nucleus
1827	GO:0005634	nucleus	GO:0005634	nucleus
1828	GO:0008290	F-actin capping protein complex	GO:0008290	F-actin capping protein complex
1829	GO:0008290	F-actin capping protein complex	GO:0008290	F-actin capping protein complex
1830	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1831	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1832	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1833	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
1834	GO:0005886	plasma membrane	GO:0005886	plasma membrane
1835	GO:0016020	membrane	GO:0016020	membrane
1836	GO:0007010	cytoskeleton organization	GO:0007010	cytoskeleton organization
1837	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1838	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
1839	GO:0016301	kinase activity	GO:0016301	kinase activity
1840	GO:0016740	transferase activity	GO:0016740	transferase activity
1841	GO:0016310	phosphorylation	GO:0016310	phosphorylation
1842	GO:0005739	mitochondrion	GO:0005739	mitochondrion
1843	GO:0007155	cell adhesion	GO:0007155	cell adhesion
1844	GO:0007155	cell adhesion	GO:0007155	cell adhesion
1845	GO:0016020	membrane	GO:0016020	membrane
1846	GO:0016020	membrane	GO:0016020	membrane
1847	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1848	GO:0043065	positive regulation of apoptotic process	GO:0043065	positive regulation of apoptotic process
1849	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
1850	GO:0003723	RNA binding	GO:0003723	RNA binding
1851	GO:0003723	RNA binding	GO:0003723	RNA binding
1852	GO:0003723	RNA binding	GO:0003723	RNA binding
1853	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1854	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1855	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
1856	GO:0016301	kinase activity	GO:0016301	kinase activity
1857	GO:0016740	transferase activity	GO:0016740	transferase activity
1858	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
1859	GO:0016310	phosphorylation	GO:0016310	phosphorylation
1860	GO:0005739	mitochondrion	GO:0005739	mitochondrion
1861	GO:0016020	membrane	GO:0016020	membrane
1862	GO:0043547	positive regulation of GTPase activity	GO:0043547	positive regulation of GTPase activity
1863	GO:0016020	membrane	GO:0016020	membrane
1864	GO:0110165	cellular anatomical entity	GO:0110165	cellular anatomical entity
1865	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
1866	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
1867	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1868	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
1869	GO:0003677	DNA binding	GO:0003677	DNA binding
1870	GO:0004386	helicase activity	GO:0004386	helicase activity
1871	GO:0006139	nucleobase-containing compound metabolic process	GO:0006139	nucleobase-containing compound metabolic process
1872	GO:0005634	nucleus	GO:0005634	nucleus
1873	GO:0016020	membrane	GO:0016020	membrane
1874	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
1875	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
1876	GO:0007165	signal transduction	GO:0007165	signal transduction
1877	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
1878	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
1879	GO:0005886	plasma membrane	GO:0005886	plasma membrane
1880	GO:0005886	plasma membrane	GO:0005886	plasma membrane
1881	GO:0016020	membrane	GO:0016020	membrane
1882	GO:0016020	membrane	GO:0016020	membrane
1883	GO:0003735	structural constituent of ribosome	GO:0003735	structural constituent of ribosome
1884	GO:0006412	translation	GO:0006412	translation
1885	GO:0005840	ribosome	GO:0005840	ribosome
1886	GO:0005840	ribosome	GO:0005840	ribosome
1887	GO:1990904	ribonucleoprotein complex	GO:1990904	ribonucleoprotein complex
1888	GO:0008233	peptidase activity	GO:0008233	peptidase activity
1889	GO:0008233	peptidase activity	GO:0008233	peptidase activity
1890	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
1891	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1892	GO:0006508	proteolysis	GO:0006508	proteolysis
1893	GO:0006508	proteolysis	GO:0006508	proteolysis
1894	GO:0050896	response to stimulus	GO:0050896	response to stimulus
1895	GO:0005576	extracellular region	GO:0005576	extracellular region
1896	GO:0031012	extracellular matrix	GO:0031012	extracellular matrix
1897	GO:0008233	peptidase activity	GO:0008233	peptidase activity
1898	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
1899	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1900	GO:0006508	proteolysis	GO:0006508	proteolysis
1901	GO:0006508	proteolysis	GO:0006508	proteolysis
1902	GO:0031012	extracellular matrix	GO:0031012	extracellular matrix
1903	GO:0008168	methyltransferase activity	GO:0008168	methyltransferase activity
1904	GO:0016740	transferase activity	GO:0016740	transferase activity
1905	GO:0006479	protein methylation	GO:0006479	protein methylation
1906	GO:0032259	methylation	GO:0032259	methylation
1907	GO:0016020	membrane	GO:0016020	membrane
1908	GO:0005154	epidermal growth factor receptor binding	GO:0005154	epidermal growth factor receptor binding
1909	GO:0008083	growth factor activity	GO:0008083	growth factor activity
1910	GO:0007165	signal transduction	GO:0007165	signal transduction
1911	GO:0016020	membrane	GO:0016020	membrane
1912	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
1913	GO:0016020	membrane	GO:0016020	membrane
1914	GO:0016020	membrane	GO:0016020	membrane
1915	GO:0006807	nitrogen compound metabolic process	GO:0006807	nitrogen compound metabolic process
1916	GO:0016757	glycosyltransferase activity	GO:0016757	glycosyltransferase activity
1917	GO:0006486	protein glycosylation	GO:0006486	protein glycosylation
1918	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
1919	GO:0016020	membrane	GO:0016020	membrane
1920	GO:0016020	membrane	GO:0016020	membrane
1921	GO:0016020	membrane	GO:0016020	membrane
1922	GO:0007049	cell cycle	GO:0007049	cell cycle
1923	GO:0051301	cell division	GO:0051301	cell division
1924	GO:0005634	nucleus	GO:0005634	nucleus
1925	GO:0043229	intracellular organelle	GO:0043229	intracellular organelle
1926	GO:0003824	catalytic activity	GO:0003824	catalytic activity
1927	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
1928	GO:0009058	biosynthetic process	GO:0009058	biosynthetic process
1929	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1930	GO:0016874	ligase activity	GO:0016874	ligase activity
1931	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
1932	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
1933	GO:0007166	cell surface receptor signaling pathway	GO:0007166	cell surface receptor signaling pathway
1934	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
1935	GO:0005886	plasma membrane	GO:0005886	plasma membrane
1936	GO:0005886	plasma membrane	GO:0005886	plasma membrane
1937	GO:0016020	membrane	GO:0016020	membrane
1938	GO:0016020	membrane	GO:0016020	membrane
1939	GO:0003677	DNA binding	GO:0003677	DNA binding
1940	GO:0003677	DNA binding	GO:0003677	DNA binding
1941	GO:0003677	DNA binding	GO:0003677	DNA binding
1942	GO:0003677	DNA binding	GO:0003677	DNA binding
1943	GO:0030154	cell differentiation	GO:0030154	cell differentiation
1944	GO:0005634	nucleus	GO:0005634	nucleus
1945	GO:0005634	nucleus	GO:0005634	nucleus
1946	GO:0005634	nucleus	GO:0005634	nucleus
1947	GO:0016757	glycosyltransferase activity	GO:0016757	glycosyltransferase activity
1948	GO:0006486	protein glycosylation	GO:0006486	protein glycosylation
1949	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
1950	GO:0016020	membrane	GO:0016020	membrane
1951	GO:0016020	membrane	GO:0016020	membrane
1952	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1953	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1954	GO:0006520	amino acid metabolic process	GO:0006520	amino acid metabolic process
1955	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0005085	guanyl-nucleotide exchange factor activity
1956	GO:0043547	positive regulation of GTPase activity	GO:0043547	positive regulation of GTPase activity
1957	GO:0005739	mitochondrion	GO:0005739	mitochondrion
1958	GO:0005739	mitochondrion	GO:0005739	mitochondrion
1959	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
1960	GO:0005829	cytosol	GO:0005829	cytosol
1961	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
1962	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
1963	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
1964	GO:0016020	membrane	GO:0016020	membrane
1965	GO:0016020	membrane	GO:0016020	membrane
1966	GO:0016020	membrane	GO:0016020	membrane
1967	GO:0016020	membrane	GO:0016020	membrane
1968	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
1969	GO:0005634	nucleus	GO:0005634	nucleus
1970	GO:0005634	nucleus	GO:0005634	nucleus
1971	GO:0048193	Golgi vesicle transport	GO:0048193	Golgi vesicle transport
1972	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
1973	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1974	GO:0046872	metal ion binding	GO:0046872	metal ion binding
1975	GO:0016020	membrane	GO:0016020	membrane
1976	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
1977	GO:0003774	cytoskeletal motor activity	GO:0003774	cytoskeletal motor activity
1978	GO:0003774	cytoskeletal motor activity	GO:0003774	cytoskeletal motor activity
1979	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
1980	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
1981	GO:0016020	membrane	GO:0016020	membrane
1982	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
1983	GO:0016020	membrane	GO:0016020	membrane
1984	GO:0016020	membrane	GO:0016020	membrane
1985	GO:0000278	mitotic cell cycle	GO:0000278	mitotic cell cycle
1986	GO:0000281	mitotic cytokinesis	GO:0000281	mitotic cytokinesis
1987	GO:0006886	intracellular protein transport	GO:0006886	intracellular protein transport
1988	GO:0006897	endocytosis	GO:0006897	endocytosis
1989	GO:0015031	protein transport	GO:0015031	protein transport
1990	GO:0015031	protein transport	GO:0015031	protein transport
1991	GO:0016020	membrane	GO:0016020	membrane
1992	GO:0031410	cytoplasmic vesicle	GO:0031410	cytoplasmic vesicle
1993	GO:0007155	cell adhesion	GO:0007155	cell adhesion
1994	GO:0050808	synapse organization	GO:0050808	synapse organization
1995	GO:0005886	plasma membrane	GO:0005886	plasma membrane
1996	GO:0016020	membrane	GO:0016020	membrane
1997	GO:0016020	membrane	GO:0016020	membrane
1998	GO:0015031	protein transport	GO:0015031	protein transport
1999	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2000	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2001	GO:0016020	membrane	GO:0016020	membrane
2002	GO:0016020	membrane	GO:0016020	membrane
2003	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
2004	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
2005	GO:0007165	signal transduction	GO:0007165	signal transduction
2006	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2007	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2008	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2009	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2010	GO:0016020	membrane	GO:0016020	membrane
2011	GO:0016020	membrane	GO:0016020	membrane
2012	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2013	GO:0003723	RNA binding	GO:0003723	RNA binding
2014	GO:0003723	RNA binding	GO:0003723	RNA binding
2015	GO:0003723	RNA binding	GO:0003723	RNA binding
2016	GO:0005634	nucleus	GO:0005634	nucleus
2017	GO:0005634	nucleus	GO:0005634	nucleus
2018	GO:0016192	vesicle-mediated transport	GO:0016192	vesicle-mediated transport
2019	GO:0030030	cell projection organization	GO:0030030	cell projection organization
2020	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2021	GO:0009986	cell surface	GO:0009986	cell surface
2022	GO:0006955	immune response	GO:0006955	immune response
2023	GO:0016020	membrane	GO:0016020	membrane
2024	GO:0016020	membrane	GO:0016020	membrane
2025	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2026	GO:0007155	cell adhesion	GO:0007155	cell adhesion
2027	GO:0007155	cell adhesion	GO:0007155	cell adhesion
2028	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2029	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2030	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2031	GO:0016020	membrane	GO:0016020	membrane
2032	GO:0016020	membrane	GO:0016020	membrane
2033	GO:0016020	membrane	GO:0016020	membrane
2034	GO:0005634	nucleus	GO:0005634	nucleus
2035	GO:0016020	membrane	GO:0016020	membrane
2036	GO:0005516	calmodulin binding	GO:0005516	calmodulin binding
2037	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2038	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2039	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2040	GO:0005938	cell cortex	GO:0005938	cell cortex
2041	GO:0043232	intracellular non-membrane-bounded organelle	GO:0043232	intracellular non-membrane-bounded organelle
2042	GO:0007155	cell adhesion	GO:0007155	cell adhesion
2043	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2044	GO:0016020	membrane	GO:0016020	membrane
2045	GO:0016020	membrane	GO:0016020	membrane
2046	GO:0016740	transferase activity	GO:0016740	transferase activity
2047	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
2048	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
2049	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2050	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2051	GO:0016020	membrane	GO:0016020	membrane
2052	GO:0016020	membrane	GO:0016020	membrane
2053	GO:0042995	cell projection	GO:0042995	cell projection
2054	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2055	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2056	GO:0016020	membrane	GO:0016020	membrane
2057	GO:0016020	membrane	GO:0016020	membrane
2058	GO:0060090	molecular adaptor activity	GO:0060090	molecular adaptor activity
2059	GO:0007165	signal transduction	GO:0007165	signal transduction
2060	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2061	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2062	GO:0005815	microtubule organizing center	GO:0005815	microtubule organizing center
